Cow_ID,Day,Milk_Temperature,Milk_pH,Milk_Conductivity,Somatic_Cell_Count,Milk_Yield,Clotting,class1,temp_norm,cond_norm,yield_norm,risk_score,risk_level,pred_class1
C0202,13,38.63,6.94,6.37,508,7.9,1,1,0.7716666666666671,0.5616666666666666,0.8500000000000001,72.245,HIGH,1
C0203,15,35.18,6.6,4.63,121,15.4,0,0,0.19666666666666663,0.27166666666666667,0.5615384615384615,33.60269230769231,LOW,0
C0204,11,34.84,6.63,4.2,182,16.5,0,0,0.14000000000000057,0.20000000000000004,0.5192307692307693,27.856153846153862,LOW,0
C0205,29,36.32,6.64,4.82,171,22.6,0,0,0.3866666666666667,0.3033333333333334,0.28461538461538455,32.58641025641026,LOW,0
C0206,4,36.0,6.6,4.91,184,20.8,0,0,0.3333333333333333,0.31833333333333336,0.3538461538461538,33.44423076923077,LOW,0
C0207,13,35.16,6.67,4.77,145,23.9,0,0,0.19333333333333277,0.29499999999999993,0.23461538461538467,24.171410256410237,LOW,0
C0208,7,36.63,6.57,4.6,174,20.0,0,0,0.43833333333333374,0.2666666666666666,0.38461538461538464,36.159743589743606,LOW,0
C0209,27,35.99,6.54,4.88,132,17.4,0,0,0.331666666666667,0.3133333333333333,0.48461538461538467,37.26641025641027,LOW,0
C0210,19,35.34,6.71,4.9,232,19.4,0,0,0.2233333333333339,0.3166666666666667,0.40769230769230774,31.31512820512823,LOW,0
C0211,22,34.25,6.71,4.79,117,15.4,0,0,0.041666666666666664,0.29833333333333334,0.5615384615384615,29.26602564102564,LOW,0
C0212,28,36.65,6.57,4.45,234,16.6,0,0,0.44166666666666643,0.2416666666666667,0.5153846153846153,39.451923076923066,LOW,0
C0213,2,34.81,6.74,4.78,151,22.9,0,0,0.13500000000000037,0.2966666666666667,0.2730769230769231,23.43871794871796,LOW,0
C0214,10,34.68,6.59,5.06,95,22.6,0,0,0.11333333333333329,0.34333333333333327,0.28461538461538455,24.693076923076916,LOW,0
C0215,13,36.01,6.68,4.52,205,21.1,0,0,0.3349999999999997,0.25333333333333324,0.34230769230769226,30.868205128205112,LOW,0
C0216,30,38.04,7.11,7.29,650,9.7,1,1,0.6733333333333332,0.715,0.7807692307692308,72.12217948717948,HIGH,1
C0217,25,36.19,6.65,4.54,184,18.9,0,0,0.3649999999999996,0.25666666666666665,0.42692307692307696,34.62794871794871,LOW,0
C0218,21,35.78,6.7,4.71,199,16.3,0,0,0.29666666666666686,0.285,0.5269230769230769,36.39628205128206,LOW,0
C0219,6,35.8,6.6,4.5,164,23.5,0,0,0.29999999999999954,0.25,0.25,26.699999999999985,LOW,0
C0220,28,35.93,6.63,4.77,126,18.2,0,0,0.3216666666666666,0.29499999999999993,0.4538461538461539,35.330897435897434,LOW,0
C0221,28,35.88,6.63,4.18,189,16.7,0,0,0.31333333333333374,0.19666666666666663,0.5115384615384616,33.39435897435899,LOW,0
C0222,12,35.64,6.58,4.54,150,20.1,0,0,0.27333333333333343,0.25666666666666665,0.3807692307692307,30.080512820512816,LOW,0
C0223,12,35.55,6.63,4.37,177,18.1,0,0,0.25833333333333286,0.22833333333333336,0.4576923076923076,30.963461538461523,LOW,0
C0224,20,35.47,6.5,4.74,64,24.5,0,0,0.2449999999999998,0.29000000000000004,0.21153846153846154,25.037692307692303,LOW,0
C0225,30,35.12,6.6,5.0,168,17.8,0,0,0.18666666666666623,0.3333333333333333,0.46923076923076923,32.559487179487164,LOW,0
C0226,30,35.36,6.62,4.89,124,15.8,0,0,0.22666666666666657,0.31499999999999995,0.5461538461538461,35.6624358974359,LOW,0
C0227,11,34.65,6.62,3.99,216,13.5,0,0,0.1083333333333331,0.16500000000000004,0.6346153846153846,29.131410256410252,LOW,0
C0228,26,35.45,6.63,5.31,175,19.9,0,0,0.24166666666666714,0.38499999999999995,0.3884615384615385,33.73397435897437,LOW,0
C0229,23,35.01,6.64,4.79,160,18.3,0,0,0.168333333333333,0.29833333333333334,0.44999999999999996,30.114999999999988,LOW,0
C0230,28,34.95,6.7,4.47,169,15.7,0,0,0.1583333333333338,0.24499999999999997,0.55,31.008333333333347,LOW,0
C0231,25,35.59,6.74,4.75,110,23.6,0,0,0.26500000000000057,0.2916666666666667,0.2461538461538461,26.849102564102584,LOW,0
C0232,7,37.31,7.23,6.58,601,9.6,1,1,0.5516666666666671,0.5966666666666667,0.7846153846153846,63.96307692307693,HIGH,1
C0233,30,35.96,6.53,4.5,230,19.9,0,0,0.3266666666666668,0.25,0.3884615384615385,31.898974358974364,LOW,0
C0234,1,34.71,6.55,4.76,166,24.1,0,0,0.11833333333333347,0.2933333333333333,0.22692307692307687,21.324615384615385,LOW,0
C0235,1,35.01,6.6,4.52,214,22.0,0,0,0.168333333333333,0.25333333333333324,0.3076923076923077,24.128461538461526,LOW,0
C0236,25,35.97,6.61,4.58,127,17.5,0,0,0.32833333333333314,0.26333333333333336,0.4807692307692308,35.28384615384615,LOW,0
C0237,27,35.01,6.57,4.49,118,16.9,0,0,0.168333333333333,0.24833333333333338,0.5038461538461539,30.034230769230764,LOW,0
C0238,30,35.39,6.52,4.27,152,22.5,0,0,0.23166666666666677,0.2116666666666666,0.28846153846153844,24.227307692307694,LOW,0
C0239,25,35.78,6.6,4.74,167,21.2,0,0,0.29666666666666686,0.29000000000000004,0.3384615384615385,30.72897435897437,LOW,0
C0240,20,35.02,6.67,4.88,134,20.5,0,0,0.1700000000000005,0.3133333333333333,0.36538461538461536,28.073589743589757,LOW,0
C0241,13,35.55,6.71,4.85,172,17.5,0,0,0.25833333333333286,0.3083333333333333,0.4807692307692308,34.478846153846135,LOW,0
C0242,9,38.38,7.16,6.78,546,8.8,0,1,0.7300000000000004,0.63,0.8153846153846154,72.14692307692309,HIGH,1
C0243,3,35.2,6.61,4.8,110,17.7,0,0,0.20000000000000048,0.3,0.4730769230769231,31.96538461538463,LOW,0
C0244,7,35.66,6.56,4.54,171,19.7,0,0,0.2766666666666661,0.25666666666666665,0.3961538461538462,30.670769230769213,LOW,0
C0245,6,34.7,6.65,4.95,185,24.3,0,0,0.11666666666666714,0.325,0.2192307692307692,22.13782051282053,LOW,0
C0246,8,38.54,7.21,6.59,768,10.8,1,1,0.7566666666666665,0.5983333333333333,0.7384615384615384,69.56064102564102,HIGH,1
C0247,27,35.49,6.71,4.43,196,15.3,0,0,0.24833333333333366,0.23833333333333329,0.5653846153846154,34.31192307692309,LOW,0
C0248,9,35.78,6.47,4.41,101,16.8,0,0,0.29666666666666686,0.23500000000000001,0.5076923076923077,34.05012820512822,LOW,0
C0249,30,37.92,7.13,6.38,566,10.4,1,1,0.6533333333333337,0.5633333333333334,0.7538461538461539,65.29923076923079,HIGH,1
C0250,5,37.63,7.08,7.26,748,8.9,1,1,0.6050000000000004,0.71,0.8115384615384615,70.57769230769233,HIGH,1
C0251,1,37.66,7.02,6.63,486,9.5,1,1,0.6099999999999994,0.605,0.7884615384615384,66.35730769230767,HIGH,1
C0252,19,35.29,6.92,5.02,125,18.5,0,0,0.21499999999999986,0.3366666666666666,0.4423076923076923,32.80487179487179,LOW,0
C0253,10,35.56,6.68,4.44,112,21.5,0,0,0.2600000000000004,0.24000000000000007,0.3269230769230769,27.374615384615403,LOW,0
C0254,12,35.77,6.55,4.8,128,17.5,0,0,0.29500000000000054,0.3,0.4807692307692308,35.43384615384617,LOW,0
C0255,24,37.05,7.18,7.99,496,11.7,1,1,0.5083333333333329,0.8316666666666667,0.7038461538461539,68.21089743589742,HIGH,1
C0256,15,35.52,6.47,4.95,183,17.8,0,0,0.25333333333333385,0.325,0.46923076923076923,34.53448717948719,LOW,0
C0257,27,35.15,6.64,4.67,137,17.3,0,0,0.19166666666666643,0.2783333333333333,0.48846153846153845,31.40064102564102,LOW,0
C0258,22,35.17,6.57,4.58,87,18.1,0,0,0.19500000000000028,0.26333333333333336,0.4576923076923076,30.035128205128213,LOW,0
C0259,24,34.8,6.74,4.86,196,18.9,0,0,0.13333333333333286,0.31000000000000005,0.42692307692307696,28.617948717948703,LOW,0
C0260,9,36.37,6.6,4.96,117,19.9,0,0,0.3949999999999996,0.32666666666666666,0.3884615384615385,36.90564102564101,LOW,0
C0261,20,34.88,6.64,4.5,148,20.7,0,0,0.14666666666666708,0.25,0.3576923076923077,24.82512820512822,LOW,0
C0262,17,35.15,6.59,4.68,168,8.9,0,0,0.19166666666666643,0.27999999999999997,0.8115384615384615,41.474358974358964,MODERATE,1
C0263,30,35.14,6.82,4.38,158,17.6,0,0,0.19000000000000009,0.22999999999999998,0.4769230769230769,29.294615384615387,LOW,0
C0264,17,35.95,6.62,3.95,194,18.8,0,0,0.32500000000000046,0.15833333333333335,0.43076923076923074,29.945512820512832,LOW,0
C0265,26,35.35,6.83,4.76,169,24.5,0,0,0.22500000000000023,0.2933333333333333,0.21153846153846154,24.474358974358978,LOW,0
C0266,20,36.12,6.73,4.88,116,16.8,0,0,0.3533333333333329,0.3133333333333333,0.5076923076923077,38.718461538461526,LOW,0
C0267,12,35.16,6.7,4.78,237,20.5,0,0,0.19333333333333277,0.2966666666666667,0.36538461538461536,28.283589743589722,LOW,0
C0268,30,35.64,6.69,4.12,158,24.5,0,0,0.27333333333333343,0.18666666666666668,0.21153846153846154,22.384358974358975,LOW,0
C0269,7,35.08,6.69,4.59,144,16.1,0,0,0.17999999999999972,0.26499999999999996,0.5346153846153846,31.968076923076914,LOW,0
C0270,2,36.57,6.46,4.03,189,21.2,0,0,0.4283333333333334,0.17166666666666672,0.3384615384615385,31.063974358974367,LOW,0
C0271,3,34.91,6.62,5.11,160,17.6,0,0,0.1516666666666661,0.35166666666666674,0.4769230769230769,32.24961538461537,LOW,0
C0272,17,35.65,6.73,4.37,166,18.5,0,0,0.27499999999999974,0.22833333333333336,0.4423076923076923,31.053205128205118,LOW,0
C0273,5,35.82,6.65,5.08,250,17.6,0,0,0.3033333333333334,0.3466666666666667,0.4769230769230769,37.23128205128206,LOW,0
C0274,17,35.71,6.51,4.98,139,17.8,0,0,0.28500000000000014,0.33000000000000007,0.46923076923076923,35.78615384615386,LOW,0
C0275,24,35.41,6.64,4.43,137,28.2,0,0,0.23499999999999943,0.23833333333333329,0.06923076923076926,18.477820512820493,LOW,0
C0276,17,38.09,7.01,6.26,528,8.9,1,1,0.6816666666666672,0.5433333333333333,0.8115384615384615,67.35102564102566,HIGH,1
C0277,27,35.52,6.77,4.81,193,23.3,0,0,0.25333333333333385,0.3016666666666666,0.25769230769230766,27.16012820512822,LOW,0
C0278,17,38.62,7.18,7.01,599,7.2,1,1,0.7699999999999996,0.6683333333333333,0.8769230769230769,76.75628205128204,HIGH,1
C0279,2,35.98,6.75,4.73,71,15.2,0,0,0.32999999999999946,0.2883333333333334,0.5692307692307692,38.9578205128205,LOW,0
C0280,2,36.61,6.61,4.56,127,21.2,0,0,0.4349999999999999,0.25999999999999995,0.3384615384615385,34.38230769230769,LOW,0
C0281,28,35.22,6.48,4.17,85,23.2,0,0,0.20333333333333314,0.19499999999999998,0.26153846153846155,21.846025641025633,LOW,0
C0282,22,34.82,6.56,4.03,133,17.4,0,0,0.13666666666666671,0.17166666666666672,0.48461538461538467,25.67807692307693,LOW,0
C0283,23,35.46,6.81,4.77,170,22.9,0,0,0.24333333333333348,0.29499999999999993,0.2730769230769231,27.06371794871795,LOW,0
C0284,5,36.79,6.62,4.53,114,22.1,0,0,0.46499999999999986,0.25500000000000006,0.30384615384615377,34.154230769230765,LOW,0
C0285,1,35.1,6.63,4.53,93,25.6,0,0,0.18333333333333357,0.25500000000000006,0.16923076923076918,20.404487179487187,LOW,0
C0286,1,39.38,7.13,7.83,459,9.3,0,1,0.8966666666666671,0.805,0.7961538461538461,83.3424358974359,HIGH,1
C0287,19,38.2,7.07,6.1,711,9.3,1,1,0.7000000000000005,0.5166666666666666,0.7961538461538461,66.56410256410258,HIGH,1
C0288,30,37.75,7.14,7.4,388,9.4,1,1,0.625,0.7333333333333334,0.7923076923076924,71.47820512820513,HIGH,1
C0289,2,35.78,6.87,4.6,183,24.3,0,0,0.29666666666666686,0.2666666666666666,0.2192307692307692,26.21615384615385,LOW,0
C0290,21,36.31,6.63,4.85,183,14.5,0,0,0.3850000000000004,0.3083333333333333,0.5961538461538461,42.362435897435915,MODERATE,1
C0291,12,37.65,7.05,6.75,524,7.4,0,1,0.6083333333333331,0.625,0.8692307692307693,69.50448717948717,HIGH,1
C0292,26,35.4,6.5,4.77,199,20.3,0,0,0.2333333333333331,0.29499999999999993,0.37307692307692303,29.82371794871793,LOW,0
C0293,6,35.21,6.8,4.87,238,18.7,0,0,0.2016666666666668,0.3116666666666667,0.4346153846153846,31.238076923076928,LOW,0
C0294,23,34.99,6.53,4.9,136,20.0,0,0,0.16500000000000034,0.3166666666666667,0.38461538461538464,28.61641025641027,LOW,0
C0295,4,35.18,6.67,4.12,154,22.8,0,0,0.19666666666666663,0.18666666666666668,0.2769230769230769,21.804615384615385,LOW,0
C0296,23,38.56,6.99,6.79,652,7.3,1,1,0.7600000000000003,0.6316666666666667,0.8730769230769231,75.01371794871797,HIGH,1
C0297,11,35.52,6.59,4.44,150,14.4,0,0,0.25333333333333385,0.24000000000000007,0.6,35.61333333333335,LOW,0
C0298,24,35.12,6.57,4.73,211,26.1,0,0,0.18666666666666623,0.2883333333333334,0.14999999999999994,21.08833333333332,LOW,0
C0299,27,35.62,6.59,4.84,96,17.0,0,0,0.2699999999999996,0.30666666666666664,0.5,35.41333333333332,LOW,0
C0300,17,34.72,6.6,5.15,116,16.8,0,0,0.11999999999999982,0.3583333333333334,0.5076923076923077,32.360128205128206,LOW,0
C0301,6,35.67,6.6,4.55,205,23.3,0,0,0.2783333333333336,0.2583333333333333,0.25769230769230766,26.493461538461542,LOW,0
C0302,24,37.57,7.16,6.53,509,9.9,1,1,0.5950000000000001,0.5883333333333334,0.7730769230769231,64.7870512820513,HIGH,1
C0303,5,34.5,6.54,5.04,135,19.8,0,0,0.08333333333333333,0.34,0.3923076923076923,26.894871794871793,LOW,0
C0304,20,35.69,6.67,4.79,184,21.4,0,0,0.2816666666666663,0.29833333333333334,0.3307692307692308,30.272179487179475,LOW,0
C0305,2,36.11,6.77,5.08,164,23.3,0,0,0.35166666666666657,0.3466666666666667,0.25769230769230766,32.07846153846153,LOW,0
C0306,6,37.59,7.14,6.23,803,10.5,1,1,0.5983333333333339,0.5383333333333334,0.75,62.43500000000002,HIGH,1
C0307,22,36.34,6.58,4.35,153,24.6,0,0,0.39000000000000057,0.22499999999999995,0.20769230769230765,27.57346153846155,LOW,0
C0308,11,38.44,6.89,6.43,565,9.0,1,1,0.7399999999999997,0.5716666666666667,0.8076923076923077,70.20679487179487,HIGH,1
C0309,16,35.15,6.77,4.23,256,22.3,0,0,0.19166666666666643,0.20500000000000007,0.2961538461538461,22.872435897435892,LOW,0
C0310,16,35.47,6.67,4.9,174,17.5,0,0,0.2449999999999998,0.3166666666666667,0.4807692307692308,34.31717948717948,LOW,0
C0311,1,35.78,6.6,5.06,152,24.1,0,0,0.29666666666666686,0.34333333333333327,0.22692307692307687,29.13794871794872,LOW,0
C0312,9,35.54,6.7,5.25,179,20.4,0,0,0.25666666666666654,0.375,0.3692307692307693,33.29782051282051,LOW,0
C0313,28,35.77,6.54,4.95,135,18.0,0,0,0.29500000000000054,0.325,0.46153846153846156,35.71269230769233,LOW,0
C0314,27,35.04,6.72,5.05,246,22.0,0,0,0.1733333333333332,0.3416666666666666,0.3076923076923077,27.3901282051282,LOW,0
C0315,6,35.58,6.69,4.53,157,22.7,0,0,0.26333333333333303,0.25500000000000006,0.28076923076923077,26.58217948717948,LOW,0
C0316,16,37.71,6.97,6.39,724,8.2,1,1,0.6183333333333335,0.565,0.8384615384615385,66.79064102564102,HIGH,1
C0317,29,35.44,6.57,4.96,117,16.9,0,0,0.23999999999999963,0.32666666666666666,0.5038461538461539,35.212564102564095,LOW,0
C0318,3,35.05,6.56,4.83,194,18.5,0,0,0.17499999999999952,0.305,0.4423076923076923,30.336538461538442,LOW,0
C0319,20,38.71,7.09,6.13,537,6.6,0,1,0.7850000000000001,0.5216666666666666,0.8999999999999999,72.84833333333334,HIGH,1
C0320,28,36.12,6.77,4.82,130,19.9,0,0,0.3533333333333329,0.3033333333333334,0.3884615384615385,34.67230769230768,LOW,0
C0321,27,36.05,6.59,4.8,173,22.2,0,0,0.3416666666666662,0.3,0.30000000000000004,31.416666666666654,LOW,0
C0322,4,38.62,7.19,8.09,680,12.1,1,1,0.7699999999999996,0.8483333333333333,0.6884615384615385,77.21397435897434,HIGH,1
C0323,19,34.95,6.44,5.09,157,21.0,0,0,0.1583333333333338,0.34833333333333333,0.34615384615384615,28.305769230769247,LOW,0
C0324,26,35.34,6.59,4.86,168,19.1,0,0,0.2233333333333339,0.31000000000000005,0.4192307692307692,31.4394871794872,LOW,0
C0325,3,36.11,6.65,4.95,218,17.5,0,0,0.35166666666666657,0.325,0.4807692307692308,38.23551282051282,LOW,0
C0326,19,35.57,6.56,4.85,119,17.8,0,0,0.2616666666666667,0.3083333333333333,0.46923076923076923,34.23448717948718,LOW,0
C0327,20,36.66,6.56,4.56,99,19.4,0,0,0.44333333333333275,0.25999999999999995,0.40769230769230774,36.81179487179486,LOW,0
C0328,7,35.7,6.58,4.93,114,9.2,0,0,0.2833333333333338,0.3216666666666666,0.8,45.69166666666668,MODERATE,1
C0329,20,37.93,7.22,6.41,564,13.4,1,1,0.6549999999999999,0.5683333333333334,0.6384615384615385,61.953974358974364,HIGH,1
C0330,9,35.35,6.63,5.02,203,17.4,0,0,0.22500000000000023,0.3366666666666666,0.48461538461538467,34.456410256410265,LOW,0
C0331,1,35.57,6.43,4.34,212,21.6,0,0,0.2616666666666667,0.2233333333333333,0.32307692307692304,26.72871794871795,LOW,0
C0332,8,35.42,6.44,4.79,163,17.6,0,0,0.23666666666666694,0.29833333333333334,0.4769230769230769,33.27294871794872,LOW,0
C0333,7,35.85,6.59,4.45,199,19.4,0,0,0.30833333333333357,0.2416666666666667,0.40769230769230774,31.580128205128215,LOW,0
C0334,18,35.98,6.7,4.87,155,24.6,0,0,0.32999999999999946,0.3116666666666667,0.20769230769230765,28.566794871794855,LOW,0
C0335,8,35.11,6.38,4.69,146,23.0,0,0,0.18499999999999991,0.28166666666666673,0.2692307692307692,24.49448717948718,LOW,0
C0336,1,34.83,6.6,4.22,137,22.7,0,0,0.13833333333333306,0.20333333333333328,0.28076923076923077,20.523846153846144,LOW,0
C0337,11,34.58,6.6,4.83,138,18.5,0,0,0.09666666666666639,0.305,0.4423076923076923,27.673205128205115,LOW,0
C0338,28,37.93,7.13,7.48,817,7.0,0,1,0.6549999999999999,0.7466666666666667,0.8846153846153846,75.82641025641026,HIGH,1
C0339,25,34.95,6.61,4.96,161,19.3,0,0,0.1583333333333338,0.32666666666666666,0.4115384615384615,29.57435897435899,LOW,0
C0340,25,38.73,7.08,7.26,588,7.6,1,1,0.7883333333333328,0.71,0.8615384615384615,78.36102564102563,HIGH,1
C0341,18,35.69,6.66,4.82,180,21.2,0,0,0.2816666666666663,0.3033333333333334,0.3384615384615385,30.68564102564102,LOW,0
C0342,23,38.15,7.18,7.03,1023,7.1,1,1,0.6916666666666664,0.6716666666666667,0.8807692307692307,74.32884615384614,HIGH,1
C0343,30,35.5,6.73,4.52,143,24.5,0,0,0.25,0.25333333333333324,0.21153846153846154,23.924358974358974,LOW,0
C0344,10,35.92,6.67,4.56,115,19.5,0,0,0.3200000000000003,0.25999999999999995,0.40384615384615385,32.49923076923078,LOW,0
C0345,3,35.54,6.7,4.96,153,21.9,0,0,0.25666666666666654,0.32666666666666666,0.3115384615384616,29.8176923076923,LOW,0
C0346,7,35.45,7.04,5.2,180,24.4,0,0,0.24166666666666714,0.3666666666666667,0.21538461538461545,27.726923076923093,LOW,0
C0347,28,35.96,6.44,4.46,104,23.1,0,0,0.3266666666666668,0.24333333333333332,0.26538461538461533,27.850256410256414,LOW,0
C0348,16,35.35,6.82,5.02,153,15.8,0,0,0.22500000000000023,0.3366666666666666,0.5461538461538461,36.364102564102566,LOW,0
C0349,26,35.63,6.62,4.05,159,21.3,0,0,0.2716666666666671,0.17499999999999996,0.3346153846153846,25.7347435897436,LOW,0
C0350,16,35.66,6.68,4.34,121,22.6,0,0,0.2766666666666661,0.2233333333333333,0.28461538461538455,26.046410256410233,LOW,0
C0351,25,35.17,6.65,4.41,126,22.7,0,0,0.19500000000000028,0.23500000000000001,0.28076923076923077,23.558846153846165,LOW,0
C0352,20,36.0,6.61,4.29,159,16.7,0,0,0.3333333333333333,0.215,0.5115384615384616,34.71602564102564,LOW,0
C0353,28,35.41,6.59,4.22,105,18.0,0,0,0.23499999999999943,0.20333333333333328,0.46153846153846156,29.414358974358954,LOW,0
C0354,17,35.12,6.68,4.82,164,23.0,0,0,0.18666666666666623,0.3033333333333334,0.2692307692307692,25.309487179487167,LOW,0
C0355,2,35.77,6.5,4.64,114,17.7,0,0,0.29500000000000054,0.27333333333333326,0.4730769230769231,34.262051282051296,LOW,0
C0356,1,38.82,7.13,7.34,635,8.4,1,1,0.8033333333333333,0.7233333333333333,0.8307692307692308,78.38384615384615,HIGH,1
C0357,16,35.51,6.61,4.91,244,24.7,0,0,0.2516666666666663,0.31833333333333336,0.20384615384615387,26.017564102564094,LOW,0
C0358,30,35.5,6.54,4.78,116,19.9,0,0,0.25,0.2966666666666667,0.3884615384615385,30.925641025641028,LOW,0
C0359,12,36.04,6.6,4.9,171,17.8,0,0,0.33999999999999986,0.3166666666666667,0.46923076923076923,37.18948717948718,LOW,0
C0360,5,38.3,7.1,6.31,493,10.2,1,1,0.7166666666666662,0.5516666666666666,0.7615384615384616,67.28269230769229,HIGH,1
C0361,5,35.49,6.6,4.34,192,21.0,0,0,0.24833333333333366,0.2233333333333333,0.34615384615384615,26.99076923076924,LOW,0
C0362,27,35.91,6.69,5.02,99,16.0,0,0,0.31833333333333275,0.3366666666666666,0.5384615384615384,39.298974358974334,LOW,0
C0363,23,36.2,6.58,4.52,169,19.3,0,0,0.36666666666666714,0.25333333333333324,0.4115384615384615,34.09102564102565,LOW,0
C0364,9,35.78,6.73,4.42,115,21.0,0,0,0.29666666666666686,0.23666666666666666,0.34615384615384615,29.10076923076924,LOW,0
C0365,9,35.51,6.72,4.65,142,23.9,0,0,0.2516666666666663,0.2750000000000001,0.23461538461538467,25.454743589743583,LOW,0
C0366,3,37.74,7.08,6.67,446,9.5,0,1,0.6233333333333336,0.6116666666666667,0.7884615384615384,67.04397435897437,HIGH,1
C0367,19,37.89,7.42,6.04,469,7.1,0,1,0.6483333333333334,0.5066666666666667,0.8807692307692307,67.08051282051282,HIGH,1
C0368,16,35.35,6.72,4.8,117,23.5,0,0,0.22500000000000023,0.3,0.25,25.900000000000006,LOW,0
C0369,16,35.2,6.66,4.8,172,19.1,0,0,0.20000000000000048,0.3,0.4192307692307692,30.29615384615386,LOW,0
C0370,3,37.9,7.09,7.07,596,11.3,1,1,0.6499999999999998,0.6783333333333333,0.7192307692307692,68.1378205128205,HIGH,1
C0371,20,35.53,6.58,4.55,145,19.5,0,0,0.25500000000000017,0.2583333333333333,0.40384615384615385,30.23089743589744,LOW,0
C0372,24,35.76,6.72,5.02,156,24.3,0,0,0.293333333333333,0.3366666666666666,0.2192307692307692,28.5528205128205,LOW,0
C0373,22,35.46,6.63,4.85,120,20.5,0,0,0.24333333333333348,0.3083333333333333,0.36538461538461536,30.391923076923078,LOW,0
C0374,24,35.74,6.64,5.32,158,20.0,0,0,0.2900000000000003,0.3866666666666667,0.38461538461538464,35.31641025641027,LOW,0
C0375,1,35.53,6.66,5.05,211,24.9,0,0,0.25500000000000017,0.3416666666666666,0.1961538461538462,26.709102564102572,LOW,0
C0376,24,34.51,6.68,5.04,119,15.7,0,0,0.08499999999999967,0.34,0.55,31.83999999999999,LOW,0
C0377,20,37.41,7.15,6.54,603,8.4,1,1,0.5683333333333328,0.59,0.8307692307692308,65.72717948717948,HIGH,1
C0378,11,38.56,7.21,6.91,464,9.4,0,1,0.7600000000000003,0.6516666666666667,0.7923076923076924,73.20987179487182,HIGH,1
C0379,17,34.9,6.81,4.68,117,21.1,0,0,0.14999999999999977,0.27999999999999997,0.34230769230769226,25.511538461538454,LOW,0
C0380,8,35.8,6.75,4.53,92,20.5,0,0,0.29999999999999954,0.25500000000000006,0.36538461538461536,30.45192307692306,LOW,0
C0381,4,38.22,7.19,6.53,506,7.2,1,1,0.7033333333333331,0.5883333333333334,0.8769230769230769,71.68961538461538,HIGH,1
C0382,6,38.01,7.02,6.67,702,6.1,1,1,0.668333333333333,0.6116666666666667,0.9192307692307692,72.6278205128205,HIGH,1
C0383,8,35.39,6.56,4.85,225,18.8,0,0,0.23166666666666677,0.3083333333333333,0.43076923076923074,32.02217948717949,LOW,0
C0384,20,38.3,7.11,7.4,599,11.8,1,1,0.7166666666666662,0.7333333333333334,0.7,71.73333333333332,HIGH,1
C0385,30,37.82,7.18,6.41,705,11.5,1,1,0.6366666666666667,0.5683333333333334,0.7115384615384616,63.59602564102565,HIGH,1
C0386,3,35.33,6.8,4.51,104,15.0,0,0,0.22166666666666637,0.25166666666666665,0.5769230769230769,34.22961538461537,LOW,0
C0387,16,35.19,6.59,4.77,194,28.1,0,0,0.19833333333333295,0.29499999999999993,0.07307692307692303,19.333717948717933,LOW,0
C0388,30,35.35,6.63,4.61,127,21.6,0,0,0.22500000000000023,0.26833333333333337,0.32307692307692304,27.05705128205129,LOW,0
C0389,25,35.31,6.49,4.63,152,20.6,0,0,0.2183333333333337,0.27166666666666667,0.3615384615384615,28.139358974358984,LOW,0
C0390,3,35.59,6.61,4.93,188,21.8,0,0,0.26500000000000057,0.3216666666666666,0.3153846153846154,30.045256410256428,LOW,0
C0391,25,38.08,7.03,6.27,549,8.4,1,1,0.6799999999999997,0.5449999999999999,0.8307692307692308,67.94884615384615,HIGH,1
C0392,29,35.5,6.6,5.28,148,19.6,0,0,0.25,0.38000000000000006,0.39999999999999997,34.2,LOW,0
C0393,18,35.72,6.71,4.15,149,18.1,0,0,0.28666666666666646,0.19166666666666674,0.4576923076923076,30.643461538461537,LOW,0
C0394,14,36.1,6.63,4.52,177,21.8,0,0,0.35000000000000026,0.25333333333333324,0.3153846153846154,30.54358974358975,LOW,0
C0395,18,35.97,6.68,4.81,174,21.2,0,0,0.32833333333333314,0.3016666666666666,0.3384615384615385,32.213974358974355,LOW,0
C0396,2,38.74,7.08,7.64,730,12.9,0,1,0.7900000000000004,0.7733333333333333,0.6576923076923078,74.31512820512822,HIGH,1
C0397,22,34.22,6.66,4.67,153,24.3,0,0,0.03666666666666648,0.2783333333333333,0.2192307692307692,17.78448717948717,LOW,0
C0398,3,35.97,6.35,4.68,135,20.9,0,0,0.32833333333333314,0.27999999999999997,0.35000000000000003,31.813333333333325,LOW,0
C0399,16,34.82,6.63,4.82,91,22.2,0,0,0.13666666666666671,0.3033333333333334,0.30000000000000004,24.563333333333336,LOW,0
C0400,29,35.39,6.49,4.63,160,24.2,0,0,0.23166666666666677,0.27166666666666667,0.22307692307692312,24.30038461538462,LOW,0
C0401,9,34.91,6.77,5.12,226,20.1,0,0,0.1516666666666661,0.35333333333333333,0.3807692307692307,29.327179487179468,LOW,0
C0402,4,34.6,6.73,4.95,115,21.0,0,0,0.10000000000000024,0.325,0.34615384615384615,25.50576923076924,LOW,0
C0403,1,35.77,6.7,4.96,119,22.4,0,0,0.29500000000000054,0.32666666666666666,0.2923076923076924,30.524871794871817,LOW,0
C0404,4,35.88,6.8,4.41,115,17.8,0,0,0.31333333333333374,0.23500000000000001,0.46923076923076923,33.424487179487194,LOW,0
C0405,1,35.21,6.56,4.68,179,20.2,0,0,0.2016666666666668,0.27999999999999997,0.37692307692307697,28.341282051282057,LOW,0
