cow_id,first_positive_day,positive_days,negative_days,total_days,event_identified,notes
cow58,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow580,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow581,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow582,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow583,,0,6,6,No,
cow584,,0,6,6,No,
cow585,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow586,,0,6,6,No,
cow587,,0,6,6,No,
cow588,,0,6,6,No,
cow589,,0,6,6,No,
cow59,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow590,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow591,,0,6,6,No,
cow592,,0,6,6,No,
cow593,,0,6,6,No,
cow594,,0,6,6,No,
cow595,,0,6,6,No,
cow596,,0,6,6,No,
cow597,,0,6,6,No,
cow598,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow599,,0,6,6,No,
cow6,,0,6,6,No,
cow60,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow600,,0,6,6,No,
cow601,,0,6,6,No,
cow602,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow603,,0,6,6,No,
cow604,,0,6,6,No,
cow605,,0,6,6,No,
cow606,,0,6,6,No,
cow607,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow608,,0,6,6,No,
cow609,,0,6,6,No,
cow61,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow610,,0,6,6,No,
cow611,,0,6,6,No,
cow612,,0,6,6,No,
cow613,,0,6,6,No,
cow614,,0,6,6,No,
cow615,,0,6,6,No,
cow616,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow617,,0,6,6,No,
cow618,,0,6,6,No,
cow619,,0,6,6,No,
cow62,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow620,,0,6,6,No,
cow621,,0,6,6,No,
cow622,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow623,,0,6,6,No,
cow624,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow625,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow626,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow627,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow628,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow629,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow63,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow630,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow631,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow632,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow633,,0,6,6,No,
cow634,,0,6,6,No,
cow635,,0,6,6,No,
cow636,,0,6,6,No,
cow637,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow638,,0,6,6,No,
cow639,,0,6,6,No,
cow64,,0,6,6,No,
cow640,,0,6,6,No,
cow641,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow642,,0,6,6,No,
cow643,,0,6,6,No,
cow644,,0,6,6,No,
cow645,,0,6,6,No,
cow646,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow647,,0,6,6,No,
cow648,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow649,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow65,,0,6,6,No,
cow650,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow651,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow652,,0,6,6,No,
cow653,,0,6,6,No,
cow654,,0,6,6,No,
cow655,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow656,,0,6,6,No,
cow657,,0,6,6,No,
cow658,,0,6,6,No,
cow659,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow66,,0,6,6,No,
cow660,,0,6,6,No,
cow661,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow662,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow663,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow664,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow665,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow666,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow667,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow668,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow669,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow67,,0,6,6,No,
cow670,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow671,,0,6,6,No,
cow672,,0,6,6,No,
cow673,,0,6,6,No,
cow674,,0,6,6,No,
cow675,,0,6,6,No,
cow676,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow677,,0,6,6,No,
cow678,,0,6,6,No,
cow679,,0,6,6,No,
cow68,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow680,,0,6,6,No,
cow681,,0,6,6,No,
cow682,,0,6,6,No,
cow683,,0,6,6,No,
cow684,,0,6,6,No,
cow685,,0,6,6,No,
cow686,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow687,,0,6,6,No,
cow688,,0,6,6,No,
cow689,,0,6,6,No,
cow69,,0,6,6,No,
cow690,,0,6,6,No,
cow691,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow692,,0,6,6,No,
cow693,,0,6,6,No,
cow694,,0,6,6,No,
cow695,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow696,,0,6,6,No,
cow697,,0,6,6,No,
cow698,,0,6,6,No,
cow699,,0,6,6,No,
cow7,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow70,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow700,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow701,,0,6,6,No,
cow702,,0,6,6,No,
cow703,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow704,,0,6,6,No,
cow705,,0,6,6,No,
cow706,,0,6,6,No,
cow707,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow708,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow709,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow71,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow710,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow711,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow712,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow713,,0,6,6,No,
cow714,,0,6,6,No,
cow715,,0,6,6,No,
cow716,,0,6,6,No,
cow717,,0,6,6,No,
cow718,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow719,,0,6,6,No,
cow72,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow720,,0,6,6,No,
cow721,,0,6,6,No,
cow722,,0,6,6,No,
cow723,,0,6,6,No,
cow724,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow725,,0,6,6,No,
cow726,,0,6,6,No,
cow727,,0,6,6,No,
cow728,,0,6,6,No,
cow729,,0,6,6,No,
cow73,,0,6,6,No,
cow730,,0,6,6,No,
cow731,,0,6,6,No,
cow732,,0,6,6,No,
cow733,,0,6,6,No,
cow734,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow735,,0,6,6,No,
cow736,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow737,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow738,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow739,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow74,,0,6,6,No,
cow740,,0,6,6,No,
cow741,,0,6,6,No,
cow742,,0,6,6,No,
cow743,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow744,,0,6,6,No,
cow745,,0,6,6,No,
cow746,,0,6,6,No,
cow747,,0,6,6,No,
cow748,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow749,,0,6,6,No,
cow75,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow750,,0,6,6,No,
cow751,,0,6,6,No,
cow752,,0,6,6,No,
cow753,,0,6,6,No,
cow754,,0,6,6,No,
cow755,,0,6,6,No,
cow756,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow757,,0,6,6,No,
cow758,,0,6,6,No,
cow759,,0,6,6,No,
cow76,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow760,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow761,,0,6,6,No,
cow762,,0,6,6,No,
cow763,,0,6,6,No,
cow764,,0,6,6,No,
cow765,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow766,,0,6,6,No,
cow767,,0,6,6,No,
cow768,,0,6,6,No,
cow769,,0,6,6,No,
cow77,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow770,,0,6,6,No,
cow771,,0,6,6,No,
cow772,,0,6,6,No,
cow773,,0,6,6,No,
cow774,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow775,,0,6,6,No,
cow776,,0,6,6,No,
cow777,,0,6,6,No,
cow778,,0,6,6,No,
cow779,,0,6,6,No,
cow78,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow780,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow781,,0,6,6,No,
cow782,,0,6,6,No,
cow783,,0,6,6,No,
cow784,,0,6,6,No,
cow785,,0,6,6,No,
cow786,,0,6,6,No,
cow787,,0,6,6,No,
cow788,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow789,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow79,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow790,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow791,,0,6,6,No,
cow792,,0,6,6,No,
cow793,,0,6,6,No,
cow794,,0,6,6,No,
cow795,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow796,,0,6,6,No,
cow797,,0,6,6,No,
cow798,,0,6,6,No,
cow799,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow8,,0,6,6,No,
cow80,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow800,,0,6,6,No,
cow801,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow802,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow803,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow804,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow805,,0,6,6,No,
cow806,,0,6,6,No,
cow807,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow808,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow809,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow81,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow810,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow811,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow812,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow813,,0,6,6,No,
cow814,,0,6,6,No,
cow815,,0,6,6,No,
cow816,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow817,,0,6,6,No,
cow818,,0,6,6,No,
cow819,,0,6,6,No,
cow82,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow820,,0,6,6,No,
cow821,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow822,,0,6,6,No,
cow823,,0,6,6,No,
cow824,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow825,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow826,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow827,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow828,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow829,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow83,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow830,,0,6,6,No,
cow831,,0,6,6,No,
cow832,,0,6,6,No,
cow833,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow834,,0,6,6,No,
cow835,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow836,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow837,,0,6,6,No,
cow838,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow839,,0,6,6,No,
cow84,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow840,,0,6,6,No,
cow841,,0,6,6,No,
cow842,,0,6,6,No,
cow843,,0,6,6,No,
cow844,,0,6,6,No,
cow845,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow846,,0,6,6,No,
cow847,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow848,,0,6,6,No,
cow849,,0,6,6,No,
cow85,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow850,,0,6,6,No,
cow851,,0,6,6,No,
cow852,,0,6,6,No,
cow853,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow854,,0,6,6,No,
cow855,,0,6,6,No,
cow856,,0,6,6,No,
cow857,,0,6,6,No,
cow858,,0,6,6,No,
cow859,,0,6,6,No,
cow86,,0,6,6,No,
cow860,,0,6,6,No,
cow861,,0,6,6,No,
cow862,,0,6,6,No,
cow863,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow864,,0,6,6,No,
cow865,,0,6,6,No,
cow866,,0,6,6,No,
cow867,,0,6,6,No,
cow868,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow869,,0,6,6,No,
cow87,,0,6,6,No,
cow870,,0,6,6,No,
cow871,,0,6,6,No,
cow872,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow873,,0,6,6,No,
cow874,,0,6,6,No,
cow875,,0,6,6,No,
cow876,,0,6,6,No,
cow877,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow878,,0,6,6,No,
cow879,,0,6,6,No,
cow88,,0,6,6,No,
cow880,,0,6,6,No,
cow881,,0,6,6,No,
cow882,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow883,,0,6,6,No,
cow884,,0,6,6,No,
cow885,,0,6,6,No,
cow886,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow887,,0,6,6,No,
cow888,,0,6,6,No,
cow889,,0,6,6,No,
cow89,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow890,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow891,,0,6,6,No,
cow892,,0,6,6,No,
cow893,,0,6,6,No,
cow894,,0,6,6,No,
cow895,,0,6,6,No,
cow896,,0,6,6,No,
cow897,,0,6,6,No,
cow898,,0,6,6,No,
cow899,,0,6,6,No,
cow9,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow90,,0,6,6,No,
cow900,,0,6,6,No,
cow901,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow902,,0,6,6,No,
cow903,,0,6,6,No,
cow904,,0,6,6,No,
cow905,,0,6,6,No,
cow906,,0,6,6,No,
cow907,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow908,,0,6,6,No,
cow909,,0,6,6,No,
cow91,,0,6,6,No,
cow910,,0,6,6,No,
cow911,,0,6,6,No,
cow912,,0,6,6,No,
cow913,,0,6,6,No,
cow914,,0,6,6,No,
cow915,,0,6,6,No,
cow916,,0,6,6,No,
cow917,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow918,,0,6,6,No,
cow919,,0,6,6,No,
cow92,,0,6,6,No,
cow920,,0,6,6,No,
cow921,,0,6,6,No,
cow922,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow923,,0,6,6,No,
cow924,,0,6,6,No,
cow925,,0,6,6,No,
cow926,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow927,,0,6,6,No,
cow928,,0,6,6,No,
cow929,,0,6,6,No,
cow93,,0,6,6,No,
cow930,,0,6,6,No,
cow931,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow932,,0,6,6,No,
cow933,,0,6,6,No,
cow934,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow935,,0,6,6,No,
cow936,,0,6,6,No,
cow937,,0,6,6,No,
cow938,,0,6,6,No,
cow939,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow94,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow940,,0,6,6,No,
cow941,,0,6,6,No,
cow942,,0,6,6,No,
cow943,,0,6,6,No,
cow944,,0,6,6,No,
cow945,,0,6,6,No,
cow946,,0,6,6,No,
cow947,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow948,,0,6,6,No,
cow949,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow95,,0,6,6,No,
cow950,,0,6,6,No,
cow951,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow952,,0,6,6,No,
cow953,,0,6,6,No,
cow954,,0,6,6,No,
cow955,,0,6,6,No,
cow956,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow957,,0,6,6,No,
cow958,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow959,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow96,,0,6,6,No,
cow960,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow961,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow962,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow963,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow964,,0,6,6,No,
cow965,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow966,,0,6,6,No,
cow967,,0,6,6,No,
cow968,,0,6,6,No,
cow969,,0,6,6,No,
cow97,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow970,,0,6,6,No,
cow971,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow972,,0,6,6,No,
cow973,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow974,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow975,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow976,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow977,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow978,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow979,,0,6,6,No,
cow98,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow980,,0,6,6,No,
cow981,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow982,,0,6,6,No,
cow983,,0,6,6,No,
cow984,,0,6,6,No,
cow985,,0,6,6,No,
cow986,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow987,,0,6,6,No,
cow988,,0,6,6,No,
cow989,,0,6,6,No,
cow99,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow990,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow991,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow992,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow993,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow994,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow995,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow996,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow997,1970-01-01 00:00:00.000000001,6,0,6,Yes,
cow998,,0,6,6,No,
cow999,1970-01-01 00:00:00.000000001,6,0,6,Yes,
