file_path,column_name,data_type,missing_percentage,unique_count,sample_value,classification,notes
sensor_data\main_data\immu\T03\T03_0727.csv,mag_z_uT,float64,1.66,115,6.1,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0728.csv,timestamp,float64,0.0,5000,1690520400.0,KEEP candidate,
sensor_data\main_data\immu\T03\T03_0728.csv,accel_x_mps2,float64,1.46,775,-5.591,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0728.csv,accel_y_mps2,float64,1.46,1121,5.015,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0728.csv,accel_z_mps2,float64,1.46,1143,-6.453,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0728.csv,mag_x_uT,float64,1.46,137,-23.1,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0728.csv,mag_y_uT,float64,1.46,269,-0.8,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0728.csv,mag_z_uT,float64,1.46,190,-27.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0729.csv,timestamp,float64,0.0,5000,1690606800.0,KEEP candidate,
sensor_data\main_data\immu\T03\T03_0729.csv,accel_x_mps2,float64,1.66,1057,-7.028,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0729.csv,accel_y_mps2,float64,1.66,1855,-1.338,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0729.csv,accel_z_mps2,float64,1.66,889,-6.415,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0729.csv,mag_x_uT,float64,1.66,257,-22.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0729.csv,mag_y_uT,float64,1.66,333,-0.2,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0729.csv,mag_z_uT,float64,1.66,290,-43.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0730.csv,timestamp,float64,0.0,5000,1690693200.0,KEEP candidate,
sensor_data\main_data\immu\T03\T03_0730.csv,accel_x_mps2,float64,3.04,649,-8.498,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0730.csv,accel_y_mps2,float64,3.04,1408,-4.369,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0730.csv,accel_z_mps2,float64,3.04,1015,-3.116,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0730.csv,mag_x_uT,float64,3.06,124,-38.8,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0730.csv,mag_y_uT,float64,3.06,204,-15.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0730.csv,mag_z_uT,float64,3.06,153,-16.3,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0731.csv,timestamp,float64,0.0,5000,1690779600.0,KEEP candidate,
sensor_data\main_data\immu\T03\T03_0731.csv,accel_x_mps2,float64,1.46,1339,-7.54,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0731.csv,accel_y_mps2,float64,1.46,2075,4.283,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0731.csv,accel_z_mps2,float64,1.46,1163,-5.85,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0731.csv,mag_x_uT,float64,1.46,180,-19.8,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0731.csv,mag_y_uT,float64,1.46,356,10.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0731.csv,mag_z_uT,float64,1.46,257,-8.8,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0801.csv,timestamp,float64,0.0,5000,1690866000.0,KEEP candidate,
sensor_data\main_data\immu\T03\T03_0801.csv,accel_x_mps2,float64,1.66,560,-5.031,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0801.csv,accel_y_mps2,float64,1.66,691,-6.481,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0801.csv,accel_z_mps2,float64,1.66,597,-5.395,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0801.csv,mag_x_uT,float64,1.66,39,-34.6,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0801.csv,mag_y_uT,float64,1.66,59,-29.9,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0801.csv,mag_z_uT,float64,1.66,82,-11.9,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0802.csv,timestamp,float64,0.0,5000,1690952400.0,KEEP candidate,
sensor_data\main_data\immu\T03\T03_0802.csv,accel_x_mps2,float64,2.86,1216,-8.464,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0802.csv,accel_y_mps2,float64,2.86,2084,4.201,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0802.csv,accel_z_mps2,float64,2.86,1149,-4.466,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0802.csv,mag_x_uT,float64,2.88,199,-21.1,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0802.csv,mag_y_uT,float64,2.88,369,4.0,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0802.csv,mag_z_uT,float64,2.88,291,-7.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0803.csv,timestamp,float64,0.0,5000,1691038800.0,KEEP candidate,
sensor_data\main_data\immu\T03\T03_0803.csv,accel_x_mps2,float64,1.66,560,-6.822,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0803.csv,accel_y_mps2,float64,1.66,985,-5.365,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0803.csv,accel_z_mps2,float64,1.66,1045,-1.933,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0803.csv,mag_x_uT,float64,1.66,62,-33.7,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0803.csv,mag_y_uT,float64,1.66,125,-21.2,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0803.csv,mag_z_uT,float64,1.66,139,-2.8,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0804.csv,timestamp,float64,0.0,5000,1691125200.0,KEEP candidate,
sensor_data\main_data\immu\T03\T03_0804.csv,accel_x_mps2,float64,2.86,1303,-5.304,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0804.csv,accel_y_mps2,float64,2.86,2029,-2.655,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0804.csv,accel_z_mps2,float64,2.86,1117,-6.75,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0804.csv,mag_x_uT,float64,2.88,208,-18.1,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0804.csv,mag_y_uT,float64,2.88,348,-35.6,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T03\T03_0804.csv,mag_z_uT,float64,2.88,278,-8.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0721.csv,timestamp,float64,0.0,5000,1689960609.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0721.csv,accel_x_mps2,float64,1.26,854,-11.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0721.csv,accel_y_mps2,float64,1.26,1571,2.899,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0721.csv,accel_z_mps2,float64,1.26,919,-1.963,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0721.csv,mag_x_uT,float64,1.26,389,-69.0,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0721.csv,mag_y_uT,float64,1.26,459,-9.3,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0721.csv,mag_z_uT,float64,1.26,337,-9.8,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0722.csv,timestamp,float64,0.0,5000,1690002000.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0722.csv,accel_x_mps2,float64,1.46,446,-4.495,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0722.csv,accel_y_mps2,float64,1.46,703,4.633,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0722.csv,accel_z_mps2,float64,1.46,747,-7.48,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0722.csv,mag_x_uT,float64,1.46,97,-41.7,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0722.csv,mag_y_uT,float64,1.46,137,19.2,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0722.csv,mag_z_uT,float64,1.46,189,-32.9,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0723.csv,timestamp,float64,0.0,5000,1690088400.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0723.csv,accel_x_mps2,float64,1.86,612,-6.976,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0723.csv,accel_y_mps2,float64,1.86,517,-2.41,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0723.csv,accel_z_mps2,float64,1.86,405,-6.977,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0723.csv,mag_x_uT,float64,1.86,60,-51.0,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0723.csv,mag_y_uT,float64,1.86,105,-17.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0723.csv,mag_z_uT,float64,1.86,58,-46.1,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0724.csv,timestamp,float64,0.0,5000,1690174800.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0724.csv,accel_x_mps2,float64,2.66,716,-5.841,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0724.csv,accel_y_mps2,float64,2.66,1784,-1.203,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0724.csv,accel_z_mps2,float64,2.66,797,-7.671,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0724.csv,mag_x_uT,float64,2.68,238,-42.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0724.csv,mag_y_uT,float64,2.68,423,-9.3,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0724.csv,mag_z_uT,float64,2.68,250,-47.1,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0725.csv,timestamp,float64,0.0,5000,1690261200.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0725.csv,accel_x_mps2,float64,1.26,603,-4.907,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0725.csv,accel_y_mps2,float64,1.26,775,-0.734,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0725.csv,accel_z_mps2,float64,1.26,565,-8.447,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0725.csv,mag_x_uT,float64,1.26,119,-56.8,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0725.csv,mag_y_uT,float64,1.26,170,-14.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0725.csv,mag_z_uT,float64,1.26,159,-35.9,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0726.csv,timestamp,float64,0.0,5000,1690347600.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0726.csv,accel_x_mps2,float64,2.86,716,-5.501,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0726.csv,accel_y_mps2,float64,2.86,1277,-6.375,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0726.csv,accel_z_mps2,float64,2.86,1031,-4.429,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0726.csv,mag_x_uT,float64,2.88,185,-36.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0726.csv,mag_y_uT,float64,2.88,307,-42.6,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0726.csv,mag_z_uT,float64,2.88,237,-44.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0727.csv,timestamp,float64,0.0,5000,1690434000.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0727.csv,accel_x_mps2,float64,1.26,545,-3.94,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0727.csv,accel_y_mps2,float64,1.26,1008,-4.895,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0727.csv,accel_z_mps2,float64,1.26,817,-7.489,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0727.csv,mag_x_uT,float64,1.26,174,-24.7,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0727.csv,mag_y_uT,float64,1.26,171,-46.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0727.csv,mag_z_uT,float64,1.26,156,-37.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0728.csv,timestamp,float64,0.0,5000,1690520400.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0728.csv,accel_x_mps2,float64,2.64,1520,-0.449,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0728.csv,accel_y_mps2,float64,2.64,2201,4.465,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0728.csv,accel_z_mps2,float64,2.64,1108,-7.484,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0728.csv,mag_x_uT,float64,2.66,456,-2.1,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0728.csv,mag_y_uT,float64,2.66,625,-2.8,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0728.csv,mag_z_uT,float64,2.66,292,-27.2,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0729.csv,timestamp,float64,0.0,5000,1690606800.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0729.csv,accel_x_mps2,float64,1.26,426,-5.836,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0729.csv,accel_y_mps2,float64,1.26,848,-7.16,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0729.csv,accel_z_mps2,float64,1.26,1100,-2.978,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0729.csv,mag_x_uT,float64,1.26,116,-24.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0729.csv,mag_y_uT,float64,1.26,206,-43.3,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0729.csv,mag_z_uT,float64,1.26,202,-11.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0730.csv,timestamp,float64,0.0,5000,1690693200.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0730.csv,accel_x_mps2,float64,1.26,597,-5.439,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0730.csv,accel_y_mps2,float64,1.26,1075,5.231,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0730.csv,accel_z_mps2,float64,1.26,1068,-6.144,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0730.csv,mag_x_uT,float64,1.26,204,-30.0,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0730.csv,mag_y_uT,float64,1.26,307,-3.2,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0730.csv,mag_z_uT,float64,1.26,266,-30.7,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0731.csv,timestamp,float64,0.0,5000,1690779600.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0731.csv,accel_x_mps2,float64,1.46,911,-5.826,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0731.csv,accel_y_mps2,float64,1.46,964,-4.699,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0731.csv,accel_z_mps2,float64,1.46,1120,-6.694,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0731.csv,mag_x_uT,float64,1.46,253,-16.1,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0731.csv,mag_y_uT,float64,1.46,310,-45.8,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0731.csv,mag_z_uT,float64,1.46,306,-17.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0801.csv,timestamp,float64,0.0,5000,1690866000.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0801.csv,accel_x_mps2,float64,2.66,975,-7.565,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0801.csv,accel_y_mps2,float64,2.66,1505,0.031,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0801.csv,accel_z_mps2,float64,2.66,619,-6.373,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0801.csv,mag_x_uT,float64,2.68,185,-35.7,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0801.csv,mag_y_uT,float64,2.68,414,-13.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0801.csv,mag_z_uT,float64,2.68,210,-20.9,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0802.csv,timestamp,float64,0.0,5000,1690952400.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0802.csv,accel_x_mps2,float64,1.86,848,-7.153,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0802.csv,accel_y_mps2,float64,1.86,1701,5.366,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0802.csv,accel_z_mps2,float64,1.86,1048,-4.453,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0802.csv,mag_x_uT,float64,1.86,317,-32.0,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0802.csv,mag_y_uT,float64,1.86,462,2.2,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0802.csv,mag_z_uT,float64,1.86,313,-16.6,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0803.csv,timestamp,float64,0.0,5000,1691038800.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0803.csv,accel_x_mps2,float64,2.66,771,-6.573,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0803.csv,accel_y_mps2,float64,2.66,1614,-1.241,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0803.csv,accel_z_mps2,float64,2.66,996,-7.168,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0803.csv,mag_x_uT,float64,2.68,271,-46.6,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0803.csv,mag_y_uT,float64,2.68,487,-14.2,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0803.csv,mag_z_uT,float64,2.68,191,-25.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0804.csv,timestamp,float64,0.0,5000,1691125200.0,KEEP candidate,
sensor_data\main_data\immu\T04\T04_0804.csv,accel_x_mps2,float64,1.66,903,-6.205,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0804.csv,accel_y_mps2,float64,1.66,1079,-4.335,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0804.csv,accel_z_mps2,float64,1.66,1110,-5.765,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0804.csv,mag_x_uT,float64,1.66,196,-31.6,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0804.csv,mag_y_uT,float64,1.66,284,-26.9,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T04\T04_0804.csv,mag_z_uT,float64,1.66,251,-36.3,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0721.csv,timestamp,float64,0.0,5000,1689960606.0,KEEP candidate,
sensor_data\main_data\immu\T05\T05_0721.csv,accel_x_mps2,float64,1.26,884,-1.912,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0721.csv,accel_y_mps2,float64,1.26,1054,2.557,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0721.csv,accel_z_mps2,float64,1.26,808,-9.147,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0721.csv,mag_x_uT,float64,1.26,225,-30.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0721.csv,mag_y_uT,float64,1.26,275,8.4,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0721.csv,mag_z_uT,float64,1.26,223,-38.1,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0722.csv,timestamp,float64,0.0,5000,1690002000.0,KEEP candidate,
sensor_data\main_data\immu\T05\T05_0722.csv,accel_x_mps2,float64,2.46,726,-6.356,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0722.csv,accel_y_mps2,float64,2.46,1126,-2.786,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0722.csv,accel_z_mps2,float64,2.46,879,-7.198,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0722.csv,mag_x_uT,float64,2.48,138,-36.7,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0722.csv,mag_y_uT,float64,2.48,249,-11.6,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0722.csv,mag_z_uT,float64,2.48,177,-36.8,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0723.csv,timestamp,float64,0.0,5000,1690088400.0,KEEP candidate,
sensor_data\main_data\immu\T05\T05_0723.csv,accel_x_mps2,float64,1.28,1034,-4.01,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0723.csv,accel_y_mps2,float64,1.28,1526,2.892,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0723.csv,accel_z_mps2,float64,1.28,839,-8.481,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0723.csv,mag_x_uT,float64,1.28,495,-21.0,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0723.csv,mag_y_uT,float64,1.28,514,34.9,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0723.csv,mag_z_uT,float64,1.28,320,-21.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0724.csv,timestamp,float64,0.0,5000,1690174800.0,KEEP candidate,
sensor_data\main_data\immu\T05\T05_0724.csv,accel_x_mps2,float64,2.44,693,-7.649,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0724.csv,accel_y_mps2,float64,2.44,788,-2.024,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0724.csv,accel_z_mps2,float64,2.44,698,-6.288,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0724.csv,mag_x_uT,float64,2.46,120,-42.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0724.csv,mag_y_uT,float64,2.46,138,-10.6,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0724.csv,mag_z_uT,float64,2.46,126,-18.7,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0725.csv,timestamp,float64,0.0,5000,1690261200.0,KEEP candidate,
sensor_data\main_data\immu\T05\T05_0725.csv,accel_x_mps2,float64,1.28,848,-5.743,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0725.csv,accel_y_mps2,float64,1.28,1170,-0.037,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0725.csv,accel_z_mps2,float64,1.28,628,-7.691,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0725.csv,mag_x_uT,float64,1.28,245,-35.3,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0725.csv,mag_y_uT,float64,1.28,328,18.7,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0725.csv,mag_z_uT,float64,1.28,208,-33.0,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0726.csv,timestamp,float64,0.0,5000,1690347600.0,KEEP candidate,
sensor_data\main_data\immu\T05\T05_0726.csv,accel_x_mps2,float64,1.26,1463,-6.131,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0726.csv,accel_y_mps2,float64,1.26,1944,-1.996,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0726.csv,accel_z_mps2,float64,1.26,881,-7.131,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0726.csv,mag_x_uT,float64,1.26,529,-45.5,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0726.csv,mag_y_uT,float64,1.26,592,-11.6,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0726.csv,mag_z_uT,float64,1.26,390,-14.0,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0727.csv,timestamp,float64,0.0,5000,1690434000.0,KEEP candidate,
sensor_data\main_data\immu\T05\T05_0727.csv,accel_x_mps2,float64,1.26,665,-4.915,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0727.csv,accel_y_mps2,float64,1.26,749,-0.032,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0727.csv,accel_z_mps2,float64,1.26,417,-7.428,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0727.csv,mag_x_uT,float64,1.26,149,-43.3,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0727.csv,mag_y_uT,float64,1.26,220,-3.7,UNKNOWN / NEEDS REVIEW,
sensor_data\main_data\immu\T05\T05_0727.csv,mag_z_uT,float64,1.26,166,-25.1,UNKNOWN / NEEDS REVIEW,
