file_path,dataset_name,file_type,rows,columns,cow_id_candidate,date_candidate,timestamp_candidate,target_candidate,time_granularity,notes
sensor_data\main_data\immu\T04\T04_0722.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0723.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0724.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0725.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0726.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0727.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0728.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0729.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0730.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0731.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0801.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0802.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0803.csv,T04,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T04\T04_0804.csv,T04,csv,252089,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0721.csv,T05,csv,413940,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0722.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0723.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0724.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0725.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0726.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0727.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0728.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0729.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0730.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0731.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0801.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0802.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0803.csv,T05,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T05\T05_0804.csv,T05,csv,252079,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0721.csv,T06,csv,413880,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0722.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0723.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0724.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0725.csv,T06,csv,863999,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0726.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0727.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0728.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0729.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0730.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0731.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0801.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0802.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0803.csv,T06,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T06\T06_0804.csv,T06,csv,252079,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0721.csv,T07,csv,179930,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0722.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0723.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0724.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0725.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0726.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0727.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0728.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0729.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0730.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0731.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0801.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0802.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0803.csv,T07,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T07\T07_0804.csv,T07,csv,252079,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0721.csv,T08,csv,413939,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0722.csv,T08,csv,863980,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0723.csv,T08,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0724.csv,T08,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0725.csv,T08,csv,863999,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0726.csv,T08,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0727.csv,T08,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0728.csv,T08,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0729.csv,T08,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0730.csv,T08,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0731.csv,T08,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0801.csv,T08,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0802.csv,T08,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0803.csv,T08,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T08\T08_0804.csv,T08,csv,252119,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0721.csv,T09,csv,414000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0722.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0723.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0724.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0725.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0726.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0727.csv,T09,csv,863999,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0728.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0729.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0730.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0731.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0801.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0802.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0803.csv,T09,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T09\T09_0804.csv,T09,csv,251999,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0721.csv,T10,csv,413970,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0722.csv,T10,csv,863999,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0723.csv,T10,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0724.csv,T10,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0725.csv,T10,csv,863999,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0726.csv,T10,csv,863990,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0727.csv,T10,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0728.csv,T10,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0729.csv,T10,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0730.csv,T10,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0731.csv,T10,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0801.csv,T10,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0802.csv,T10,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0803.csv,T10,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T10\T10_0804.csv,T10,csv,252079,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0721.csv,T13,csv,161880,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0722.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0723.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0724.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0725.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0726.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0727.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0728.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0729.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0730.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0731.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0801.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0802.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0803.csv,T13,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T13\T13_0804.csv,T13,csv,252119,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0721.csv,T14,csv,395990,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0722.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0723.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0724.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0725.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0726.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0727.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0728.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0729.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0730.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0731.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0801.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0802.csv,T14,csv,863999,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0803.csv,T14,csv,864000,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\immu\T14\T14_0804.csv,T14,csv,252009,7,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C01.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C02.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C03.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C04.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C05.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C06.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C07.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C08.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C09.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C10.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C11.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C12.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C13.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C14.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C15.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\milk\C16.csv,milk,csv,15,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0721.csv,T01,csv,413910,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0722.csv,T01,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0723.csv,T01,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0724.csv,T01,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0725.csv,T01,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0726.csv,T01,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0727.csv,T01,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0728.csv,T01,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0729.csv,T01,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0730.csv,T01,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0731.csv,T01,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0801.csv,T01,csv,863999,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0802.csv,T01,csv,863990,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0803.csv,T01,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T01\T01_0804.csv,T01,csv,252149,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0721.csv,T02,csv,413930,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0722.csv,T02,csv,863999,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0723.csv,T02,csv,863990,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0724.csv,T02,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0725.csv,T02,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0726.csv,T02,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0727.csv,T02,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0728.csv,T02,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0729.csv,T02,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0730.csv,T02,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0731.csv,T02,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0801.csv,T02,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0802.csv,T02,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0803.csv,T02,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T02\T02_0804.csv,T02,csv,249969,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0721.csv,T03,csv,413950,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0722.csv,T03,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0723.csv,T03,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0724.csv,T03,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0725.csv,T03,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0726.csv,T03,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0727.csv,T03,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0728.csv,T03,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0729.csv,T03,csv,863999,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0730.csv,T03,csv,863999,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0731.csv,T03,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0801.csv,T03,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0802.csv,T03,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0803.csv,T03,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T03\T03_0804.csv,T03,csv,252129,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0721.csv,T04,csv,413910,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0722.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0723.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0724.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0725.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0726.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0727.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0728.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0729.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0730.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0731.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0801.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0802.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0803.csv,T04,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T04\T04_0804.csv,T04,csv,252089,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0721.csv,T05,csv,413940,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0722.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0723.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0724.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0725.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0726.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0727.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0728.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0729.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0730.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0731.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0801.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0802.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0803.csv,T05,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T05\T05_0804.csv,T05,csv,252079,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0721.csv,T06,csv,413880,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0722.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0723.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0724.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0725.csv,T06,csv,863999,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0726.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0727.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0728.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0729.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0730.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0731.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0801.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0802.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0803.csv,T06,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T06\T06_0804.csv,T06,csv,252079,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0721.csv,T07,csv,179930,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0722.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0723.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0724.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0725.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0726.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0727.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0728.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0729.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0730.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0731.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0801.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
sensor_data\main_data\pressure\T07\T07_0802.csv,T07,csv,864000,3,,,timestamp,,unknown (needs manual review),
